review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_a60fe1ae99383532,positivo,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Huacas del Sol y de la Luna,B_minado,5,"Espectacular, mucho mejor que chan chan, cuesta 10 soles, la visita siempre es guiada, que únicamente es una propina, dura 1 hora y media, más lo que tienes que esperar para el siguiente grupo más el museo que hay que ver la visita dura 3 horas De momento es lo que más me ha gustado de Perú"
gm_a6239b12910d7d8d,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,4,"Very packed in the main section. As we drove to Pisaq though, it seemed the area was even larger than it originally seemed. Wish I could have explored more of the area. Views, history, and access near Cusco make it worth a visit."
gm_a6727d9cf0755caa,ausente,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,Excelente lugar si de las culturas antiguas les interesan ojo su agua y gorro por qué hace mucho sol
gm_a6aaa55bf5e5ce88,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,3,Es lindo pero puedes invertir el tiempo en otro atractivo de Arequipa que tiene tantos.
gm_a6d242739a597c63,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,1,"La playa es hermosa, pero hay demasiada gente. No hay espacio ni para caminar o colocar una sola toalla más, la gente deja todo sucio también."
gm_a6e2482fc0c09050,positivo,ausente,positivo,positivo,positivo,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,5,"El museo de las tumbas reales es muy bonito, antes de ingresar deben dejar sus cosas en la parte baja ya que no permiten ingresar celulares ni cámaras para tomar fotos o videos. El guiado dentro del museo está 30 soles, si conocen algo de la cultura mochica tal vez no sea necesario el guiado, ya que las personas que hacen el guiado les hace pasar muy rápido y no les permite disfrutar de todas las cerámicas, vestimenta del señor de sipan, los lugares, su cosmovisión, los entierros, los trabajos en orfebrería, sus actividades económicas, etc. Si son varias personas podrían juntarse y pagar el guiado de 30 soles, sino vayan tranquilo y disfruten del museo. Afuera del museo, pero dentro del enrejado pueden comprar en la parte trasera souvenirs de la zona que son cómodos y pueden tomarse foto, una vez hayan ido a recoger sus cosas donde las dejaron. Saliendo de ahí puede ir al museo de Brunning, que está a 4 cuadras exactamente. O tomar mototaxi hasta la tienda de kingkones San Roque, donde encontrarán todo tipo de dulces de la mejor marca que es SAN roque (en especial los antojitos que son kingkones bañados en chocolate como el chocan) , las otras marcas no las recomiendo. O sino pueden pagar un taxi o ir a la pista y tomar carro a la playa Pimentel para relajarse. Los taxis son baratos, pero deben saber negociar."
gm_a756042aae25f55c,positivo,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,4,"Saqsaywaman absolutely blew me away — the scale of this place is hard to comprehend until you’re standing right next to those massive stones. 🏔️ The precision of the Inca construction is incredible, especially knowing it was built without modern tools. The views over Cusco are stunning, and it’s a great spot to take a walk, explore, and really feel the history around you. It’s less crowded than Machu Picchu, which makes the experience more relaxed and enjoyable. I’m giving it 4 stars because there’s not a lot of information on-site unless you have a guide, and it can feel a bit underwhelming if you don’t know the history beforehand. But overall, it’s definitely worth visiting — especially if you’re already in Cusco and want something impressive without a full-day trip"
gm_a7a5585efa09af1a,ausente,neutro,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Es una pena que desde niño haya conocido este lugar para hacer camping o a un hotel y luego a la reserva. No ha sido sino hasta ahora el lugar en que se habia convertido para miun lugar de paz, un lugar donde podía ir y orar, agradecer o llorar, completamente solo y en un contacto espectacular con la naturaleza, no todos pensamos igual pero parece que quieren construir mediante concesiónes las Playas, más vale prevenir antes de encontrar el problema y no poder hacer nada... Basta con que a una persona le interese y se use este medio para algo realmente importante. Gracias"
gm_a801b41075d8347a,neutro,ausente,ausente,neutro,sin_consenso,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,1,"Had I known they had animals locked up in tiny cages, exposed to the sun (animals that live in cold weathers) just to show you what animals these cultures were in contact with, I would never have paid the entrance. They could just use animal figures, like they do to represent humans throughout the whole site."
gm_a892163f73af4f6e,ausente,neutro,positivo,positivo,ausente,positivo,ausente,ausente,Santuario Arqueológico de Pachacámac,B_minado,3,"Es lamentable la atención en el Museo. Ninguno de los trabajadores sonríe ni es amable con excepción de el muchacho del cafe, la cantidad de vigilantes hace que parezca más una prisión que un Museo. Las instalaciones que le llaman la cabaña donde hay asientos para el público no está disponible y fui desalojado por los vigilantes a sabiendas que es un lugar para sentarse a dibujar y escribir."
gm_a8d5472454e1f944,positivo,ausente,ausente,positivo,positivo,neutro,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"If you are in the city of Custo for the first time like me, I recommend starting your acquaintance by visiting Saqsayhuaman, buy a ticket at the main entrance (take a taxi, it is a high ride uphill) and you have three different options: buy a ticket for 70 soles for one day and all three nearby attractions, or just visit Saqsayhuaman. It includes this place, plus a tunnel in the rocks and a statue of Christ. The last option is to buy a ticket for 10 days for all the places around and the city, salt baths, sacred Valley and costs 130 soles. Choose, and I will tell you about this place Saqsayhuaman, it is interesting that alpacas and llamas always graze peacefully and calmly on a green pasture there, you can take pictures with them. This site is for ceremonies and is very busy during the ceremony on August 1. Now there are few people, but on weekends buses of tourists arrive. Near the entrance there are many souvenirs and local products wool. Keep in mind that there are no food stores, stock up on water. It rains constantly, take a raincoat, walk a little into the rocks to the tunnel and to the statue uphill. But the exit is separate and through it you can run into the city. If you like the night city, then from there it is beautiful to look at the city and take pictures, and in the evening the statue of Christ is illuminated."
gm_a8e8bf612e4edfe5,positivo,ausente,neutro,positivo,positivo,ausente,ausente,ausente,Valle del Colca,B_minado,5,Such a nice walk...a bit tricky but worth it. And it's so simple to get your hands on a map online or in cobanaconde - I would recommend doing the route in the opposite direction to the tour groups and staying in San Juan (Roy's house was great and cheap). It was very simple and well sign posted to no need for a tour really unless you're short on time.
gm_a919f3bd1d038493,neutro,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"A must see in Cusco. Pretty much the most important ceremonial Inca site in Cusco. A walking distance from the center, though it is quite a hike up. It is better to take a transport there or to come down from Tambomachay, Puka Pukara or Q'enqo and then walk down from Sacsayhuaman to the city. Don't miss any location of the archaeological site, besides the main construction with the stones up to 12 tones each, there are natural slides on the volcanic stones area and also 2 fun tunnels to go through. Explore it with time and if you wonder whether a guide is worth it, this is the place for it."
gm_a9671ab18128b6ee,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,1,"De qué sirve venir de tan lejos para que te digan que no se permite tomar fotografías, y te dicen bueno imprimalo en su mente y que se quede en su memoria, malísimo, es como uno viaje hasta Egipto y no le puedas tomar foto a las pirámides, muy mal!"
gm_a9ac73da4da0b5c0,positivo,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,4,"Una joya arquitectónica de la cultura Chachapoyas. Puesta en valor recientemente y conjuntamente con el teleférico de Kuelap, son un excelente ejemplo de cómo la inversión convierte unas ruinas de gran valor histórico pero a veces olvidadas y sólo conocidas por unos pocos investigadores, estudiantes y aventureros, en un espacio cultural activo y que atrae a turistas nacionales y extranjeros convirtiendola en un polo de desarrollo."
gm_a9db05b14529a185,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,5,"Un lugar bello, todo la naturaleza pura. Las aventuras y más te esperan. 😁"
gm_a9ef9a980108c653,ausente,ausente,positivo,positivo,positivo,ausente,positivo,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,5,"Es un must si vas a Chiclayo. Un lugar súper histórico, bien conservado, amplio. Hay la opción de guía (recomiendo esperar más gente para que paguen entre todos). Antes del recorrido te muestran un vídeo introductorio. Cómo tip recomiendo que aprovechen en conocer la plaza de Lambayeque que está muy cerca."
gm_aa237c4d5cf35544,ausente,ausente,positivo,ausente,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,"One of the best sites in the Cusco area, has a little of everything. Nice views, water, and remains, including friendly llamas."
gm_aa86a36d1a419e7f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,4,"Es un lugar muy hermoso para conocer la cultura de Chachapoyas, excelente para hacer turismo"
gm_aa928db3e524c831,ausente,ausente,ausente,ausente,negativo,ausente,neutro,ausente,Museo de Sitio Huaca Pucllana,A_representativo,1,"Too expensive. and you don't have interesting things to see. If you plan to visit something interesting in Lima, don't consider Huaca Pucllana, you're going to waste your time and money"
gm_aaaa785e382302cd,negativo,ausente,negativo,negativo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,1,"Don’t bother. The site is closed and you can’t even walk along the base of the wall. You pretty much can get to a fence near where the entrance would have been. It sounds like it will be literally years at best before the site reopens. None of the guides or tour operators or people running the site want to admit that their ‘premiere site’ for northern Peru is closed to tourism for possibly a decade. I would vaguely guess they will need to build a roof over the entire structure at some point to keep stormwater from destabilizing the wall any further. Unless the want to tear sections of the wall down, put a drainage system behind the wall, and rebuild it with a modern support / drainage system behind the walls. Anyways this section of the country is fantastic, and you should totally visit it. But don’t pretend you are going to be able to walk around the top of Kuelap anytime this decade."
